ID,Título,Fecha,Contenido,Imagen,Fuente,Contenido Completo,Categoria,Fecha de Scraping
74,Luis Galarreta en velorio de Alberto Fujimori: “Tenemos que mantener su legado”,2024-09-12 17:59:40,"En el velorio de Alberto Fujimori, Luis Galarreta, secretario general de Fuerza Popular y excongresista fujimorista, afirmó que es crucial “mantener su legado” y subrayó la relevancia de  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-4.15.11-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/luis-galarreta-en-velorio-de-alberto-fujimori-tenemos-que-mantener-su-legado/,"Luis Galarreta.
 








En el velorio de Alberto Fujimori, Luis Galarreta, secretario general de Fuerza Popular y excongresista fujimorista, afirmó que es crucial “mantener su legado” y subrayó la relevancia de las obras realizadas durante el mandato del expresidente, las cuales beneficiaron a la población más pobre del país.


La reflexión del dirigente resalta la influencia continua de Fujimori en la política peruana, a pesar de las controversias en torno a su figura.


Galarreta también destacó que Fujimori se mantuvo “muy lúcido en sus últimos días”, tomando decisiones personales importantes relacionadas con su tratamiento médico, su precandidatura y otros temas políticos, enfrentando los riesgos tanto para su salud como para su situación legal.


El excongresista resaltó así la resiliencia del exmandatario, quien, frente a las adversidades, continuó luchando hasta el final.",NACIONAL,2024-09-13 07:59:41
75,Sigrid Bazán sobre Alberto Fujimori: “Los delitos no se borran con el fallecimiento de una persona”,2024-09-12 17:59:41,"La congresista Sigrid Bazán, del Bloque Democrático Popular, se pronunció enérgicamente sobre la muerte del expresidente Alberto Fujimori, afirmando que “los delitos no se borran con el fallecimiento  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/d8d90fad-5f0e-40ee-8146-3404a4aed9cc-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/sigrid-bazan-sobre-alberto-fujimori-los-delitos-no-se-borran-con-el-fallecimiento-de-una-persona/,"Sigrid Bazán.

 








La congresista Sigrid Bazán, del Bloque Democrático Popular, se pronunció enérgicamente sobre la muerte del expresidente Alberto Fujimori, afirmando que “los delitos no se borran con el fallecimiento de una persona”.


La periodista recordó los juicios pendientes y las condenas por corrupción y violaciones de derechos humanos que pesaban sobre Fujimori, quien falleció a los 86 años este 11 de septiembre.


“Se fue sin pagar un sol de reparación civil, sin pedir perdón y en libertad gracias a un indulto ilegal”, había subrayado la parlamentaria en redes sociales, destacando que el legado de corrupción y autoritarismo del expresidente sigue presente a pesar de su muerte.


Fujimori, quien gobernó Perú de 1990 a 2000, dejó un impacto controversial con políticas que, si bien modernizaron el país, también estuvieron marcadas por graves abusos, como las de La Cantuta y Barrios Altos.",NACIONAL,2024-09-13 07:59:41
76,Kenji Fujimori y la emotiva canción que le dedicó a su padre: “primer día sin ti”,2024-09-12 15:59:41,"Las expresiones de dolor de Kenji Fujimori tras el fallecimiento de su padre, el expresidente Alberto Fujimori, se han hecho evidentes en redes sociales y tras despedirse del féretro antes de  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-3.07.40-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/kenji-fujimori-y-la-emotiva-cancion-que-le-dedico-a-su-padre-primer-dia-sin-ti/,"Kenji Fujimori junto a su padre.
 








Las expresiones de dolor de 
Kenji Fujimori
 tras el fallecimiento de su padre, el expresidente 
Alberto Fujimori
, se han hecho evidentes en redes sociales y tras despedirse del féretro antes de que fuese llevado al 
Ministerio de Cultura
.


En su cuenta oficial de X, compartió un emotivo mensaje en el que le dedicó una canción de 
Lady Gaga
 al fallecido exmandatario.


“Primer día sin ti pa! Me enseñaste mucho sobre la vida, pero jamás a decirte adiós”, se lee en su publicación, adjuntando un link del tema Hold My Hand.
















SU REACCIÓN AL VER AL FÉRETRO DE SU PADRE


Tras la salida del féretro del exjefe de Estado, el excongresista no pudo contener las lágrimas al verlo salir del domicilio de su hermana en 
San Borja
.


En los videos se le ve junto a Keiko Fujimori, lideresa de 
Fuerza Popular
, quien le brinda soporte con abrazos y palmadas en el hombro.",NACIONAL,2024-09-13 07:59:42
77,Miles de mineros sitiaron la capital para exigir ley de la pequeña minería,2024-09-12 15:59:43,"Tal como lo anunciaron, miles de mineros marcharon por las calles de la capital, los días 9 y 10 de setiembre, sitiando diversas instituciones para poner en vilo  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Puno-7-abrdiora-mineria-1-331x219.png,https://diariosinfronteras.com.pe/2024/09/12/miles-de-mineros-sitiaron-la-capital-para-exigir-ley-de-la-pequena-mineria/,"Miles de mineros sitiaron la capital para exigir ley de la pequeña minería
 








Tal como lo anunciaron, miles de mineros marcharon por las calles de la capital, los días 9 y 10 de setiembre, sitiando diversas instituciones para poner en vilo al Gobierno. Los dirigentes de la minería a menor escala en el país, mantuvieron una serie de reuniones con congresistas y miembros del Ministerio de Energía y Minas (Minem).


El presidente de la Federación Regional de la Pequeña Minería, José Coa; el vicepresidente de la Federación Regional y presidente de Sandia y Carabaya de la Pequeña Minería, Javier Bernal Salas, precisaron que dentro del marco normativo del Minem solo contarían con el Registro Integral de Formalización Minera (Reinfo), hasta el 31 de diciembre del 2024.


Después de ello, explicó Bernal Salas, todos los mineros que se dedican a esta importante actividad, pasarían a ser informales, lo cual generaría caos y grandes pérdidas económicas para el país.


«Recordemos que la minería es la actividad que más empleos ha dado a muchos hermanos peruanos. Al anularse el Reinfo, se generarían daños incalculables para  unos 200 mil mineros a nivel nacional.


«Cuando se esté transportando el mineral de un distrito a otra ciudad para poder venderlo, no se podrá hacerlo, simplemente porque será un delito, y la Policía podrá detenernos y enviarnos a la cárcel», expresó.


NECESARIO


Bernal Salas sostiene que para superar estos inconvenientes se requiere ser un minero formal, a pesar que este sector de la minería aporta a la economía y afianza el poder adquisitivo. 


Bernal Salas, asesor de la Confemin Perú, propone que el Reinfo, una vez formalizadas las pequeñas empresas, se tiene que conseguir las reivindicaciones sociales para los trabajadores mineros.


Miles de mineros sitiaron la capital para exigir ley de la pequeña minería",NACIONAL,2024-09-13 07:59:43
78,Pobladores y docentes de Manseriche toman la estación 5 del Oleoducto Norperuano,2024-09-12 14:59:43,"Los profesores y pobladores de la localidad de Manseriche amenazaron con radicalizar sus protestas, por el momento mantienen tomada la estación 5 del Oleoducto Norperuano, ubicado en Datem  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/001099403W-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/pobladores-y-docentes-de-manseriche-toman-la-estacion-5-del-oleoducto-norperuano/,"Pobladores y docentes de Manseriche toman la estación 5 del Oleoducto Norperuano
 








Los profesores y pobladores de la localidad de Manseriche amenazaron con radicalizar sus protestas, por el momento mantienen tomada la estación 5 del Oleoducto Norperuano, ubicado en Datem del Marañón, Loreto.


Así lo dio a conocer la empresa Petroperú, que indicó que los manifestantes piden al Estado atender sus demandas relacionadas a la educación.


Los ciudadanos habrían advertido que bloquearán las vías y tomarán otras acciones si las autoridades no los escuchan y atienden sus pedidos.


La empresa señala que esta situación pone en riesgo la vida de los trabajadores, de las comunidades cercanas y de los mismos manifestantes.


Se supo que prendieron fuego cerca de las instalaciones, lo que podría originar explosiones e incendios.


Petroperú exhortó a la población acceder al diálogo y a las autoridades encontrar una solución pacífica.",NACIONAL,2024-09-13 07:59:44
79,Gobierno reduce el presupuesto para el incremento de salarios de los docentes,2024-09-12 14:59:52,"El Ejecutivo nacional presentó la propuesta del proyecto de ley de presupuesto del sector público para el año fiscal 2025, donde contempla el monto de 600 millones de  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Puno-8-Afoto-gobierno-reduce-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/gobierno-reduce-el-presupuesto-para-el-incremento-de-salarios-de-los-docentes/,"Gobierno reduce el presupuesto para el incremento de salarios de los docentes
 








El Ejecutivo nacional presentó la propuesta del proyecto de ley de presupuesto del sector público para el año fiscal 2025, donde contempla el monto de 600 millones de soles para el incremento de remuneraciones de los docentes, cuando en 2023 dicha cifra superaba los 1219 millones; es decir, ahora a cada maestro, ya sea nombrado o contratado, se le dará un aumento de 125 soles en marzo de 2025 y otros 125 en noviembre del mismo año.


A diferencia de 2023, cuando se estipuló un aumento de 500 soles, dividido en 250 para los mismos meses.


La quincuagésima tercera disposición complementaria final, establece el incremento y otorgamiento de remuneraciones y asignaciones, pero en lugar de incrementar, para este sector se ha reducido en más del 50 %.


«La Remuneración Íntegra Mensual (RIM) de los profesores nombrados de la Carrera Pública Magisterial de la Ley N° 29944, Ley de Reforma Magisterial, así como la remuneración mensual de profesor contratado en el marco de la Ley N° 30328, Ley que establece medidas en materia educativa y dicta otras disposiciones. El incremento a que hace referencia el presente literal se efectúa en dos oportunidades, en los meses de marzo y noviembre del Año Fiscal 2025», dice el texto.


El secretario general del Sutep regional Puno, Alexander Pilco, lamentó la actitud del gobierno y dijo que en virtud a las demandas del sector, se debería de mantener o incrementar el incentivo de 500 soles.


«Nosotros vamos a acatar un paro de 48 horas, desde 2017 estamos exigiendo que se incremente el presupuesto. La Constitución dice que se debe invertir no menos del 6 %, pero la realidad es solo de 4.62 %», dijo.",POLITICA,2024-09-13 07:59:53
80,Arequipa: Intervienen local de masajes y detienen a mujeres por presunto favorecimiento de la prostitución,2024-09-12 22:59:45,"En un operativo llevado a cabo por el grupo TERNA de la Policía Nacional del Perú (PNP), se realizó una intervención en un local de masajes ubicado en  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/459146027_534393975776893_3307421951411209683_n-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/arequipa-intervienen-local-de-masajes-y-detienen-a-mujeres-por-presunto-favorecimiento-de-la-prostitucion/,"Intervienen local de masajes.
 








En un operativo llevado a cabo por el grupo TERNA de la Policía Nacional del Perú (PNP), se realizó una intervención en un local de masajes ubicado en la galería 15 de agosto, en el centro de Arequipa.


La acción fue motivada por denuncias de transeúntes que reportaron comportamientos sospechosos en el establecimiento.


Durante el operativo, los agentes encontraron a una joven en compañía de un cliente en uno de los ambientes del local. Se procedió a la detención de dos mujeres que supuestamente estarían involucradas en actividades relacionadas con la explotación sexual. En la intervención, se incautaron dos teléfonos celulares, 73 soles en efectivo y 2 profilácticos.


Las detenidas fueron trasladadas al Área del Trata de Personas de la DIVINCRI para continuar con las investigaciones pertinentes.",POLICIALES,2024-09-13 07:59:46
81,Juliaca: Reportan incendio en juego mecánico conocido Space Loop [VIDEO],2024-09-12 21:59:46,"Cerca de las 4:30 de hoy, un incidente empañó la inauguración de la “Feria de la Integración Andina 2024”. A pesar de la alegría inicial en la avenida  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-7.47.34-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/juliaca-reportan-incendio-en-juego-mecanico-conocido-space-loop-video/,"Incendio de juego mecánico.
 








Cerca de las 4:30 de hoy, un incidente empañó la inauguración de la “Feria de la Integración Andina 2024”. A pesar de la alegría inicial en la avenida Ferial, un juego mecánico conocido como Space Loop se incendió. Las causas exactas del siniestro aún son inciertas.


El hecho fue registrado por un asistente a la feria, donde muestran a los operadores del juego intentando sofocar las llamas con extintores y agua.




https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Video-2024-09-12-at-7.47.51-PM.mp4


Afortunadamente, la rápida intervención evitó que el fuego se propagara y causara mayores daños.


Cabe destacar que, horas antes, autoridades municipales y organizadores habían realizado una ceremonia inaugural, incluyendo un pago a la Pachamama, e indicando que implementaron todas las medidas de seguridad en los juegos mecánicos.",POLICIALES,2024-09-13 07:59:47
82,Sergio Tarache: dictan 26 años de cárcel para extranjero por feminicidio de Katherine Gómez,2024-09-12 18:59:47,"El Poder Judicial ha emitido una sentencia de 26 años de prisión contra Sergio Tarache Parra, de nacionalidad venezolana, por el feminicidio de Katherine Gómez Machare, su expareja. El trágico suceso, que conmocionó a la  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-12-at-5.39.46-PM-331x219.jpeg,https://diariosinfronteras.com.pe/2024/09/12/sergio-tarache-dictan-26-anos-de-carcel-para-extranjero-por-feminicidio-de-katherine-gomez/,"Sergio Tarache.
 








El 
Poder Judicial
 ha emitido una sentencia de 26 años de prisión contra 
Sergio Tarache Parra
, de nacionalidad venezolana, por el 
feminicidio
 de 
Katherine Gómez
 Machare, su expareja.


El trágico suceso, que conmocionó a la sociedad peruana, ocurrió el 18 de marzo de 2023, cuando Tarache Parra quemó viva a la joven en la 
Plaza Dos de Mayo
, ubicada en el 
Cercado de Lima
. Este fallo se dio tras una exhaustiva revisión del caso que captó la atención pública y mediática del país.",POLICIALES,2024-09-13 07:59:47
84,Congreso suspende el Pleno convocado para hoy para asistir al velorio del exdictador Fujimori,2024-09-12 11:59:54,"La Junta de Portavoces aceptó el pedido del presidente de la Mesa Directiva del Congreso, Eduardo Salhuana, de suspender el Pleno programado para este jueves 12 para que  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/000812747W-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/congreso-suspende-el-pleno-convocado-para-hoy-para-asistir-al-velorio-del-exdictador-fujimori/,"Congreso suspende el Pleno convocado para hoy para asistir al velorio del exdictador Fujimori
 








La Junta de Portavoces aceptó el pedido del presidente de la Mesa Directiva del Congreso, Eduardo Salhuana, de suspender el Pleno programado para este jueves 12 para que una comitiva pueda acudir al velorio del exdictador Alberto Fujimori.


Desde esta mañana el Congreso acató el Duelo Nacional decretado por el Poder Ejecutivo al izar a media asta el Pabellón Nacional. Y antes de suspenderse el Pleno, los congresistas realizaron un minuto de silencio.


Los miembros de la Mesa Directiva junto a los portavoces de las bancadas asistirán al velorio del exmandatario, que se desarrolla en el Museo de la Nación, al promediar el mediodía.


Hoy se tenía previsto votar el proyecto de resolución legislativa que autoriza el viaje de la presidenta Dina Boluarte a Nuevo York, donde se realizará la Asamblea General de Naciones Unidas, del 21 al 26 de setiembre del 2024.


Además estaba programado el debate y segunda votación del proyecto de reforma constitucional que propone la reelección, por un periodo adicional, inmediata de alcaldes y gobernadores regionales.


F: La República",POLITICA,2024-09-13 07:59:55
85,Hoy se cumplen 32 años de la captura del líder terrorista Abimael Guzmán,2024-09-12 10:59:55,"Hace 32 años, fue capturado Abimael Guzmán Reinoso, alias “Presidente Gonzalo”, el criminal más buscado de la época, responsable de atentados y asesinatos que aterrorizaron al país durante  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/000531448M-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/12/hoy-se-cumplen-32-anos-de-la-captura-del-lider-terrorista-abimael-guzman/,"Hoy se cumplen 32 años de la captura del líder terrorista Abimael Guzmán/Andina
 








Hace 32 años, fue capturado Abimael Guzmán Reinoso, alias “Presidente Gonzalo”, el criminal más buscado de la época, responsable de atentados y asesinatos que aterrorizaron al país durante más de 10 años.


En marzo de 1990 el Grupo Especial de inteligencia (Gein), de la Dirección contra el Terrorismo de la Policía Nacional, inició el trabajo de inteligencia para atrapar a la cúpula de la organización terrorista Sendero Luminoso (SL) y su líder, pero en ese entonces solo se tenía una fotografía de 1982 que mostraba a un Guzmán joven y sin barba.


El 31 de diciembre de 1991, se allanó una vivienda de la urbanización Balconcillo, distrito La Victoria, donde hallaron nueve cajas con documentos y el video “Zorba, el griego” en el que se registró los rostros de la cúpula de SL.


Aunque no lo encontraron durante la intervención a esa y otras propiedades, el Gein obtuvo pruebas de su existencia.


La noche del aquel sábado 12 de setiembre de 1992 Abimael Guzmán fue encontrado en la casa de la calle Uno 459 de la urbanización Los Sauces, Surquillo.


Con un traje a rayas y con el número 1509, el líder terrorista fue mostrado a la prensa unos días después. En octubre de ese año, los condenaron a cadena perpetua por el delito de traición a la patria.


El terrorista fue recluido en El Frontón y luego trasladado a la Base Naval del Callao.


Veintinueve años después, el 11 de setiembre, Guzmán murió por causas naturales, de acuerdo al reporte de los médicos tratantes.











Abimael Guzmán fue condenado a cadena perpetua/Andina










Abimael Guzmán fue condenado a cadena perpetua/Andina










Abimael Guzmán fue condenado a cadena perpetua/Andina










Abimael Guzmán fue condenado a cadena perpetua/Andina










Abimael Guzmán fue condenado a cadena perpetua/Andina










Abimael Guzmán fue condenado a cadena perpetua/Andina










Hoy se cumplen 32 años de la captura del líder terrorista Abimael Guzmán/Andina










Hoy se cumplen 32 años de la captura del líder terrorista Abimael Guzmán/Andina










Abimael Guzmán falleció el 11 de setiembre de 2021/Andina",POLITICA,2024-09-13 07:59:56
86,Dina Boluarte lamenta fallecimiento de Alberto Fujimori: “Dios lo tenga en su gloria y que descanse en paz”,2024-09-12 07:59:56,"A través de la cuenta oficial de presidencia, el gobierno de Dina Boluarte envió sus condolencias a la familia de Alberto Fujimori, quien murió este 11 de setiembre a los 86  ...",https://diariosinfronteras.com.pe/wp-content/uploads/2024/09/Gobierno-sobre-Alberto-Fujimori-800x533-1-331x219.jpg,https://diariosinfronteras.com.pe/2024/09/11/dina-boluarte-lamenta-fallecimiento-de-alberto-fujimori-dios-lo-tenga-en-su-gloria-y-que-descanse-en-paz/,"A través de la cuenta oficial de presidencia, el gobierno de 
Dina Boluarte 
envió sus condolencias a la familia de 
Alberto Fujimori
, quien murió este 11 de setiembre a los 86 años tras una larga lucha contra el cáncer.


La noticia de su fallecimiento fue confirmada por Keiko Fujimori mediante redes sociales.


“Presidencia de la República lamenta el sensible fallecimiento del expresidente del Perý, Alberto Fujimori Fujimori. Nuestras sentidas condolencias a la familia, a quienes acompañamos en su profundo dolor. Dios lo tenga en su gloria y que descanse en paz”, escribieron.",POLITICA,2024-09-13 07:59:56
